Ticket_ID,Ticket_Text,Category,Priority,Channel,Customer_Tier
TKT-11006,Help please! Data pipeline corrupted our daily sync failed for enterprise client accounts This is impacting our business operations.,Technical Issues,High,Web Portal,Free Tier
TKT-11007,"FYI, Cannot change primary email address in profile settings page throws permission error Let me know the resolution.",Account Access,Medium,Web Portal,Enterprise
TKT-11008,Urgent assistance needed: How many concurrent API requests are allowed on the standard developer tier? This is impacting our business operations.,Product Inquiries,Medium,In-App Chat,Free Tier
TKT-11009,"Hey, Can we customize webhook payload headers with custom authorization tokens? Appreciate your assistance.",Product Inquiries,Medium,Email,SMB
TKT-11010,"Dear Customer Service, Memory leak causing production Kubernetes pods to crash in loop OOMKilled Awaiting your quick reply.",Technical Issues,High,In-App Chat,SMB
TKT-11011,Attention: Does the platform support automated CSV data export via scheduled SFTP? Appreciate your assistance.,Product Inquiries,Medium,Web Portal,SMB
TKT-11012,Urgent assistance needed: API endpoint returning 503 service unavailable all background workers crashed immediately Please look into this as soon as possible.,Technical Issues,High,In-App Chat,SMB
TKT-11013,"Greetings, Lost two-factor authentication device backup codes not working urgent root access needed Please look into this as soon as possible.",Account Access,High,Email,SMB
TKT-11014,"Dear Customer Service, How do I clear browser cache to view updated profile picture? Let me know the resolution.",Technical Issues,Low,Web Portal,SMB
TKT-11015,"FYI, Cancel subscription immediately and process full refund as promised by account manager within 24h This is impacting our business operations.",Cancellation & Refunds,High,Email,SMB
TKT-11016,"Hello support team, Need to update billing address and GST identification number on upcoming monthly invoice This is impacting our business operations.",Billing & Payments,Medium,Web Portal,Free Tier
TKT-11017,"Hi there, How do I clear browser cache to view updated profile picture? Thanks for your prompt help.",Technical Issues,Low,Email,SMB
TKT-11018,"Hello support team, Fraudulent unauthorized transactions detected on our billing card linked to this account",Billing & Payments,High,Email,Enterprise
TKT-11019,Attention: Data pipeline corrupted our daily sync failed for enterprise client accounts,Technical Issues,High,Web Portal,Free Tier
TKT-11020,"Hi there, Web application loading very slowly dashboard takes over 30 seconds to render charts Let me know the resolution.",Technical Issues,Medium,Web Portal,Free Tier
TKT-11021,"Hi there, Admin account deleted by mistake restore access and permissions urgently This is impacting our business operations.",Account Access,High,Email,Enterprise
TKT-11022,"Hi there, Please cancel our monthly recurring addon package before next billing cycle begins Let me know the resolution.",Cancellation & Refunds,Medium,Web Portal,SMB
TKT-11023,"Dear Customer Service, Webhook notifications are delayed by approximately 45 minutes since latest release Appreciate your assistance.",Technical Issues,Medium,Web Portal,Enterprise
TKT-11024,"FYI, Cannot change primary email address in profile settings page throws permission error Appreciate your assistance.",Account Access,Medium,Email,SMB
TKT-11025,"Hey, Mobile app crashes whenever user switches from dark mode to light mode in settings Thanks for your prompt help.",Technical Issues,Medium,In-App Chat,Enterprise
TKT-11026,"Hey, How to switch payment method from American Express to corporate ACH wire transfer? This is impacting our business operations.",Billing & Payments,Medium,Email,SMB
TKT-11027,Attention: Customer onboarding failed completely demanding full refund and data wipe immediately This is impacting our business operations.,Cancellation & Refunds,High,Web Portal,SMB
TKT-11028,Security vulnerability detected unauthorized API calls from unknown IP address help Please look into this as soon as possible.,Technical Issues,High,Email,SMB
TKT-11029,"FYI, How do I clear browser cache to view updated profile picture? This is impacting our business operations.",Technical Issues,Low,In-App Chat,Enterprise
TKT-11030,Urgent assistance needed: Fraudulent unauthorized transactions detected on our billing card linked to this account This is impacting our business operations.,Billing & Payments,High,Email,SMB
TKT-11031,Urgent assistance needed: Need immediate technical specifications before signing annual enterprise contract today Awaiting your quick reply.,Product Inquiries,High,Email,Enterprise
TKT-11032,Help please! What payment currencies do you support for international bank cards? Awaiting your quick reply.,Billing & Payments,Low,Web Portal,SMB
TKT-11033,"Hi there, Password reset link email never arrives in inbox or spam folder Appreciate your assistance.",Account Access,Medium,Email,SMB
TKT-11034,"Hello support team, Google workspace OAuth single sign-on throws redirect uri mismatch error Regards.",Account Access,Medium,Email,SMB
TKT-11035,"Dear Customer Service, What is the exact difference in features between Professional and Enterprise tier? Please look into this as soon as possible.",Product Inquiries,Medium,Web Portal,Enterprise
TKT-11036,"Hi there, Cannot upload CSV file larger than 5MB error says file format unsupported Please look into this as soon as possible.",Technical Issues,Medium,Web Portal,SMB
TKT-11037,"Hi there, How do we export all our workspace data before closing our company account? Please look into this as soon as possible.",Cancellation & Refunds,Medium,Web Portal,SMB
TKT-11038,Attention: Need to revoke access for former employee immediately and transfer project ownership Regards.,Account Access,Medium,Web Portal,SMB
TKT-11039,Attention: Requesting breakdown of usage-based tier charges for bandwidth overages last month Thanks for your prompt help.,Billing & Payments,Medium,Email,Free Tier
TKT-11040,Help please! How to switch payment method from American Express to corporate ACH wire transfer?,Billing & Payments,Medium,Web Portal,SMB
TKT-11041,"Hey, Cannot upload CSV file larger than 5MB error says file format unsupported Appreciate your assistance.",Technical Issues,Medium,Web Portal,SMB
TKT-11042,Attention: Need to update billing address and GST identification number on upcoming monthly invoice Thanks for your prompt help.,Billing & Payments,Medium,Email,SMB
TKT-11043,"Hello support team, How do I update my profile avatar and display name on the portal? Please look into this as soon as possible.",Account Access,Low,Email,SMB
TKT-11044,"Attention: Credit card was double charged twice for annual subscription total $2,400 please reverse immediately Awaiting your quick reply.",Billing & Payments,High,Web Portal,Enterprise
TKT-11045,"Greetings, Webhook notifications are delayed by approximately 45 minutes since latest release Let me know the resolution.",Technical Issues,Medium,Email,Free Tier
TKT-11046,"Greetings, Coupon promo code DISCOUNT20 was not applied during renewal checkout Let me know the resolution.",Billing & Payments,Medium,Web Portal,Enterprise
TKT-11047,Attention: Does the platform support automated CSV data export via scheduled SFTP? Please look into this as soon as possible.,Product Inquiries,Medium,Web Portal,Free Tier
TKT-11048,"Hello support team, Lost two-factor authentication device backup codes not working urgent root access needed Thanks for your prompt help.",Account Access,High,Web Portal,SMB
TKT-11049,"Dear Customer Service, Password reset link email never arrives in inbox or spam folder Thanks for your prompt help.",Account Access,Medium,Email,SMB
TKT-11050,"FYI, If we cancel, do we still retain read-only access to historical dashboard reports? Appreciate your assistance.",Cancellation & Refunds,Low,Email,SMB
TKT-11051,"FYI, Legal notice: unauthorized renewal charge dispute initiated process refund now This is impacting our business operations.",Cancellation & Refunds,High,Web Portal,SMB
TKT-11052,"Greetings, Invited team member receives invalid invitation token error when clicking join link Appreciate your assistance.",Account Access,Medium,Email,SMB
TKT-11053,"Hello support team, How do I update my profile avatar and display name on the portal? Thanks for your prompt help.",Account Access,Low,Web Portal,SMB
TKT-11054,What are the supported database connectors for the analytics pipeline? Appreciate your assistance.,Product Inquiries,Medium,Email,Free Tier
TKT-11055,Urgent assistance needed: Minor CSS layout glitch on safari browser when viewing navigation menu,Technical Issues,Low,Web Portal,SMB
TKT-11056,"Greetings, Will our annual subscription automatically renew next quarter? Please look into this as soon as possible.",Billing & Payments,Low,Web Portal,SMB
TKT-11057,Help please! How many days before renewal do we need to submit a cancellation notice? Thanks for your prompt help.,Cancellation & Refunds,Low,In-App Chat,Enterprise
TKT-11058,"Hey, Need to update billing address and GST identification number on upcoming monthly invoice Thanks for your prompt help.",Billing & Payments,Medium,Web Portal,SMB
TKT-11059,Account suspended due to false payment failure despite valid corporate credit card on file,Billing & Payments,High,Web Portal,Enterprise
TKT-11060,Password reset link email never arrives in inbox or spam folder This is impacting our business operations.,Account Access,Medium,In-App Chat,SMB
TKT-11061,Urgent assistance needed: Google workspace OAuth single sign-on throws redirect uri mismatch error Awaiting your quick reply.,Account Access,Medium,Email,SMB
